"DScore","WLoc","NumOT","Poss","Pace","Conf_Tour","DFGM","DFGA","DFGM3","DFGA3","DFTM","DFTA","DOR","DDR","DAst","DTO","DStl","DBlk","DPF","DFG.P","DFG3.P","DFT.P","DEFG.P","DTO.P","DOR.P","DDR.P","DFT.R","DORtg","DDRtg","DFTA.R","D3PA.R","DTS.P"
1,"H",0,63.65,63.65,0,1,7,-1,4,0,-4,0,-4,2,-5,4,-3,1,-0.033137829912023,-0.119047619047619,0.208333333333333,-0.045307917888563,-0.0678365359858753,-0.032234432234432,-0.0322344322344319,-0.020527859237537,1.5710919088767,-1.5710919088767,-0.097360703812317,0.035777126099706,-0.029919632281112
19,"A",0,65.8125,65.8125,0,6,7,2,17,5,-5,2,11,6,2,-1,3,9,0.05859649122807,-0.068376068376068,0.483333333333333,0.073684210526316,0.009781198834762,0.1496138996139,0.1496138996139,0.065614035087719,28.8698955365622,-28.8698955365622,-0.136842105263158,0.276140350877193,0.118449719068914
11,"A",0,63.6125,63.6125,0,0,-7,12,9,-1,-3,-7,-3,2,0,-1,-1,-1,0.071428571428571,0.400452488687783,0.285714285714286,0.197704081632653,0.024611947680679,-0.264761904761905,-0.264761904761905,-0.0076530612244898,17.292198860286,-17.292198860286,-0.0433673469387755,0.22704081632653,0.197337101991378
15,"H",0,70.2125,70.2125,0,6,1,5,0,-2,-7,-2,6,6,-1,0,3,4,0.100250626566416,0.192307692307692,0.184444444444444,0.143483709273183,-0.00553199906048801,0.00505050505050503,0.00505050505050497,-0.041040100250626,21.3637172868079,-21.3637172868079,-0.13063909774436,-0.00814536340852101,0.128787016785297
6,"H",0,71.5125,71.5125,0,-1,-1,5,6,3,-3,-3,2,-3,-1,2,2,-3,-0.00907441016333904,0.1,0.16589861751152,0.0359951603145799,-0.006519831720464,-0.038851351351351,-0.038851351351351,0.057773744706594,8.39014158363901,-8.39014158363901,-0.0432546884452509,0.111312764670296,0.06188426852066
12,"H",0,64.075,64.075,0,5,-3,-3,-6,5,6,2,11,3,3,-5,-2,-5,0.125,-0.037037037037037,0.035714285714286,0.099877450980392,0.036355136468528,0.114864864864865,0.114864864864865,0.116421568627451,18.7280530628175,-18.7280530628175,0.142156862745098,-0.091911764705882,0.10556959161356
3,"H",1,69.9125,62.1444444444444,0,5,3,-5,-7,-2,1,5,4,0,1,0,5,-4,0.05682382133995,-0.196153846153846,-0.192307692307692,0.01575682382134,0.00456437194242001,0.122132253711201,0.122132253711201,-0.037468982630273,4.29107813338101,-4.29107813338101,0.00570719602977601,-0.12258064516129,-0.00396387626666794
10,"H",0,59.6,59.6,0,2,3,2,5,4,4,-3,-1,7,-8,8,-2,0,0.012830188679245,0.00673400673400604,0.063492063492064,0.027169811320755,-0.114442043511841,-0.083426028921023,-0.083426028921023,0.064150943396226,16.778523489933,-16.778523489933,0.059622641509434,0.0694339622641511,0.03767056254181
4,"H",0,66.2875,66.2875,0,-5,-6,-1,-2,15,11,-6,-2,-3,-7,5,-1,-5,-0.047988077496275,-0.0629370629370631,0.413461538461538,-0.055290611028316,-0.068786428315587,-0.114700065919578,-0.114700065919578,0.283457526080477,6.0343201961154,-6.0343201961154,0.223248882265275,-0.013114754098361,0.034985494639519
3,"A",0,70.4,70.4,0,1,6,1,-4,0,-4,4,3,1,-2,2,-1,1,-0.023735810113519,0.089244851258581,0.111888111888112,-0.019091847265222,-0.030633660526899,0.10099573257468,0.10099573257468,-0.033023735810113,4.2613636363637,-4.2613636363637,-0.123839009287925,-0.11764705882353,-0.00654698765433498
12,"H",0,70.8375,70.8375,0,9,15,2,9,-8,-7,0,-6,8,-11,3,2,2,0.040788013318534,0.055555555555556,-0.211538461538462,0.053412874583796,-0.142139266829686,-0.033449477351917,-0.0334494773519169,-0.18007769145394,16.9401799894121,-16.9401799894121,-0.186182019977803,0.094894561598224,0.00533872598584401
7,"N",0,65.5,65.5,1,-1,-12,2,11,7,8,-9,5,6,1,1,11,-3,0.069032258064516,-0.078703703703704,0.0625,0.100645161290323,0.026397881893232,-0.151515151515151,-0.151515151515151,0.18258064516129,10.6870229007638,-10.6870229007638,0.221935483870968,0.281935483870968,0.11744636639335
1,"N",0,64.025,64.025,1,7,7,-4,-8,-9,-10,2,-1,7,-1,1,2,6,0.068877551020408,-0.014652014652014,-0.136904761904762,0.0204081632653059,-0.017336062279631,0.036866359447004,0.036866359447004,-0.204081632653061,1.561889886763,-1.561889886763,-0.239795918367347,-0.196428571428572,-0.01312743455442
9,"N",0,71.2875,71.2875,1,0,-2,1,6,8,3,-1,5,12,-2,-4,2,-5,0.0192307692307691,-0.068783068783069,0.320588235294118,0.032407407407407,-0.019339129090412,0.00645161290322602,0.00645161290322593,0.16025641025641,12.624934245134,-12.624934245134,0.06980056980057,0.13034188034188,0.0786682776211579
7,"N",0,61.3,61.3,1,3,9,-1,-2,2,0,2,-1,5,-8,7,1,-2,-0.00527797325826901,-0.027272727272727,0.25,-0.021815622800845,-0.118433666062743,0.037360890302067,0.037360890302066,0.018648838845883,11.4192495921696,-11.4192495921696,-0.02533427163969,-0.104152005629838,-0.00680347160929701
11,"N",1,72.1375,64.1222222222222,1,0,-4,-4,-9,15,15,12,18,1,9,-5,2,-3,0.026903416733925,-0.052036199095022,0.137867647058823,-0.00215227333871398,0.0918478446752477,0.375,0.375,0.267150928167878,15.2486570784957,-15.2486570784957,0.272531611514662,-0.124562819478074,0.053088258578075
13,"N",0,66.7125,66.7125,1,0,-1,-1,-9,14,7,-2,3,4,-6,4,-2,-8,0.00746753246753201,0.083333333333333,0.435555555555556,-0.000649350649350011,-0.068621252831779,-0.00877192982456204,-0.00877192982456199,0.257142857142857,19.486602960465,-19.486602960465,0.133116883116884,-0.155844155844156,0.081038389424991
6,"N",0,66.4625,66.4625,1,-1,-6,1,7,7,3,-1,6,-4,5,-2,4,0,0.028315946348734,-0.068115942028985,0.423076923076923,0.04634873323398,0.0693406196834559,0.00450450450450499,0.00450450450450501,0.136214605067064,9.027647169457,-9.027647169457,0.072429210134128,0.168405365126676,0.087143254485589
11,"N",0,71.825,71.825,1,2,-14,1,-2,6,18,-3,9,5,5,-2,5,-9,0.172174622603019,0.107142857142857,-0.25,0.195226438188495,0.067415210891829,-0.016216216216216,-0.0162162162162161,0.225214198286414,15.315001740341,-15.315001740341,0.52141982864137,0.044879640962872,0.135091399916996
3,"N",0,58.75,58.75,1,-2,7,-1,4,8,12,3,-7,2,-8,4,-4,-3,-0.100743745774171,-0.126050420168067,-0.25,-0.117647058823529,-0.12630078606455,-0.019886363636364,-0.019886363636364,0.128465179175118,5.106382978724,-5.106382978724,0.197430696416497,0.028735632183908,-0.099733735995205
11,"N",0,67.1875,67.1875,1,6,4,4,0,-5,1,1,-1,7,-4,5,0,2,0.079670329670329,0.285714285714286,-0.25098814229249,0.113324175824176,-0.05361791052072,0.013127413127413,0.0131274131274129,-0.112637362637363,16.3720930232556,-16.3720930232556,-0.012362637362637,-0.019230769230769,0.050060220010151
24,"N",0,64.7625,64.7625,1,11,13,7,-1,-5,-7,4,2,7,-4,5,0,5,0.095969945355192,0.361904761904762,0.010869565217391,0.142247267759562,-0.065927411429358,0.104779411764706,0.104779411764706,-0.157445355191257,37.0584829183552,-37.0584829183552,-0.216871584699454,-0.109631147540984,0.103123133003732
10,"N",1,77,68.4444444444444,1,7,6,-5,-8,1,4,9,7,4,2,0,1,0,0.066307805236115,-0.097402597402598,-0.106060606060606,0.021654024957182,0.007322219632656,0.230994152046784,0.230994152046784,-0.00709566919500801,12.987012987013,-12.987012987013,0.033276241742109,-0.151700513824321,0.00809408820606805
7,"N",0,59.7375,59.7375,1,3,-13,4,6,-3,-3,-14,3,4,1,-1,6,2,0.131011608623548,0.114285714285714,-0.0358851674641151,0.175234936428966,0.0265561305045765,-0.187272727272727,-0.187272727272727,0.00552791597567703,11.717932621887,-11.717932621887,0.023493642896628,0.161415146489773,0.148621175412526
8,"H",0,65.025,65.025,0,-1,-12,1,-4,9,4,-5,7,4,7,-4,5,2,0.070028011204482,0.080419580419581,0.327731092436975,0.089169000933706,0.097425242282799,-0.021026072329688,-0.021026072329688,0.210084033613445,12.3029603998459,-12.3029603998459,0.141923436041083,0.018674136321195,0.137846753071822
6,"H",0,68.5,68.5,0,3,0,5,5,-5,-8,2,4,8,6,-6,2,3,0.052631578947368,0.17379679144385,0.0625,0.096491228070175,0.070967610573259,0.072586872586873,0.072586872586873,-0.087719298245615,8.7591240875914,-8.7591240875914,-0.140350877192982,0.087719298245614,0.073959408324734
23,"H",0,73.2375,73.2375,0,9,-3,4,6,1,-3,-4,12,7,2,-4,-3,-3,0.169764898851831,0.106951871657754,0.15311004784689,0.205303444505194,0.028671287914253,0.00579710144927598,0.00579710144927603,0.02843083652269,31.4046765659672,-31.4046765659672,-0.032804811372334,0.110716238381629,0.195991152321146
19,"H",0,73.05,73.05,0,7,10,6,13,-1,4,6,-1,13,-5,-1,1,4,0.040039302382707,0.09047619047619,-0.175,0.0786047654139029,-0.0712335909704328,0.1046783625731,0.1046783625731,-0.039056742815033,26.0095824777547,-26.0095824777547,0.018668631785802,0.151559813313682,0.0481819399016851
11,"H",0,64,64,0,1,-8,-2,-8,11,16,-2,6,-4,-1,2,0,-3,0.083172147001934,0.019493177387915,-0.083333333333333,0.074274661508704,-0.011615762244869,-0.031686859273066,-0.031686859273066,0.264990328820116,17.1875,-17.1875,0.377562862669246,-0.086653771760155,0.094379830665454
20,"H",0,70.2125,70.2125,0,4,-2,2,-5,10,7,-1,8,3,-3,2,-1,-4,0.076704545454545,0.207729468599034,0.244444444444444,0.094223484848485,-0.0331481365878023,0.071646341463415,0.071646341463415,0.160984848484848,28.484956382411,-28.484956382411,0.117897727272727,-0.067234848484849,0.122660178534137
13,"H",0,65.625,65.625,0,4,4,0,-2,5,6,6,5,7,-1,-1,3,-1,0.038461538461538,0.034090909090909,0.111111111111111,0.03228021978022,-0.027401769471452,0.187096774193548,0.187096774193548,0.081043956043956,19.809523809524,-19.809523809524,0.09065934065934,-0.068681318681319,0.042763727552567
3,"H",0,60.8875,60.8875,0,4,3,-3,4,-2,-9,-3,2,5,-2,-1,0,-1,0.059722222222222,-0.194508009153318,0.273684210526316,0.023611111111111,-0.01983713400314,-0.058441558441559,-0.0584415584415591,-0.055555555555555,4.9271196879491,-4.9271196879491,-0.213888888888889,0.056944444444445,0.039844639242407
10,"H",0,74.3,74.3,0,-1,-21,-1,-4,13,12,-13,7,1,0,1,5,-9,0.167514534883721,0.013333333333333,0.157754010695187,0.18640988372093,0.040631746110519,-0.222943722943723,-0.222943722943723,0.409156976744186,13.4589502018844,-13.4589502018844,0.446947674418605,0.097747093023256,0.209606996815759
17,"H",0,59.75,59.75,0,7,2,4,5,-1,0,-1,1,4,-1,-1,-3,5,0.107758620689655,0.154135338345865,-0.1,0.141317733990148,-0.016094511013364,-0.012987012987013,-0.012987012987013,-0.021551724137931,28.4518828451881,-28.4518828451881,-0.00615763546798098,0.077586206896552,0.121817257718099
4,"H",1,69.3375,61.6333333333333,0,2,6,-3,-5,3,-5,-3,-1,-4,-6,6,1,0,-0.011111111111111,-0.06959706959707,0.383458646616541,-0.0435185185185181,-0.072883288077866,-0.07027027027027,-0.07027027027027,0.033333333333333,5.76888408148551,-5.76888408148551,-0.118518518518519,-0.131481481481481,0.00196102179055302
8,"A",1,77.95,69.2888888888889,0,1,3,1,-4,5,0,6,4,1,2,3,-6,-3,-0.002071251035626,0.075684380032206,0.227272727272727,0.00341756420878203,0.014057398657651,0.12093023255814,0.120930232558139,0.061101905550952,10.2629890955742,-10.2629890955742,-0.013670256835129,-0.073115161557581,0.032207820255949
12,"H",0,74.2625,74.2625,0,5,15,0,-3,2,1,6,-3,-6,-7,3,-2,1,-0.022281639928699,0.050420168067227,0.0631578947368421,-0.031194295900179,-0.104221800363677,0.105182926829268,0.105182926829268,-0.032085561497327,16.1588958087864,-16.1588958087864,-0.06951871657754,-0.121212121212121,-0.0263852533850411
6,"H",1,87.1875,77.5,0,-9,-8,0,-8,24,31,-2,-7,3,-11,2,-1,-13,-0.077733860342556,0.078817733990148,0.0488721804511281,-0.07321663843403,-0.10482323600579,-0.075291622481442,-0.0752916224814419,0.355354790137399,6.88172043010749,-6.88172043010749,0.459815546772068,-0.07227555053642,-0.00448887194165398
23,"A",0,59.0375,59.0375,0,7,1,-1,-10,10,9,8,16,2,5,1,4,-2,0.130980392156863,0.136904761904762,0.423076923076923,0.119803921568627,0.042396507249445,0.333333333333333,0.333333333333333,0.195294117647059,38.9582892229513,-38.9582892229513,0.174901960784314,-0.205490196078431,0.164694810999256
2,"A",0,59.2,59.2,0,4,5,-3,-7,-3,-8,-1,2,0,-1,5,-1,5,0.036006546644845,-0.022058823529412,0.3125,-0.00204582651391194,-0.01634425536301,-0.00806451612903197,-0.00806451612903203,-0.080196399345335,3.378378378379,-3.378378378379,-0.18657937806874,-0.183715220949263,0.00610500610500697
21,"A",0,69.3125,69.3125,0,9,5,4,2,-1,-1,0,4,6,-5,0,-3,1,0.119388418998048,0.203921568627451,-0.0196078431372549,0.150618087182824,-0.064179868449968,0.029493087557603,0.029493087557603,-0.03675992192583,30.2975653742113,-30.2975653742113,-0.046519193233572,0.010084580351334,0.125531230204212
7,"H",0,76.5625,76.5625,0,0,-3,2,10,5,9,0,-1,2,2,-1,1,-2,0.02280701754386,-0.058076225045372,-0.076086956521739,0.043421052631579,0.019013074802433,-0.00555555555555601,-0.00555555555555598,0.10438596491228,9.142857142857,-9.142857142857,0.178070175438597,0.192105263157894,0.038766029036563
7,"H",0,63.925,63.925,0,2,13,-3,-5,6,6,10,-1,-2,-5,4,-1,-1,-0.070114942528736,-0.073863636363636,0.0807692307692309,-0.113409961685823,-0.092142087636712,0.195970695970696,0.195970695970696,0.038697318007663,10.9503324208055,-10.9503324208055,0.00383141762452205,-0.165900383141763,-0.078402222178752
6,"A",0,75.1875,75.1875,0,0,-2,2,6,4,-1,-1,3,0,2,1,-1,1,0.013892747985551,-0.016233766233766,0.211462450592886,0.033342595165324,0.024472938368595,0.00277777777777799,0.00277777777777799,0.076132258960823,7.98004987531139,-7.98004987531139,-0.00416782439566599,0.113920533481523,0.0615291756847149
27,"A",0,65.35,65.35,0,12,9,1,4,2,0,3,6,3,-7,7,-2,0,0.12962962962963,-0.031468531468532,0.333333333333333,0.124338624338625,-0.101822356703469,0.119612068965517,0.119612068965517,0.0238095238095238,41.315990818669,-41.315990818669,-0.0158730158730158,0.00529100529100601,0.134089829968566
6,"A",0,67.2625,67.2625,0,8,-9,-5,-12,-5,-9,-5,14,2,10,-9,2,-1,0.224779319041614,-0.018675721561969,0.141666666666666,0.193726355611602,0.13849609286266,0.026315789473685,0.026315789473685,-0.042244640605297,8.92027504181401,-8.92027504181401,-0.104981084489282,-0.14281210592686,0.176337121698808
7,"A",0,68.5625,68.5625,0,5,6,3,4,-6,-5,-1,-5,9,-6,1,3,2,0.046296296296296,0.196581196581197,-0.0800000000000001,0.072916666666667,-0.072654462242563,-0.065437788018433,-0.065437788018433,-0.166666666666667,10.2096627164997,-10.2096627164997,-0.162037037037037,0.053240740740741,0.024401210153707
11,"H",0,69.7125,69.7125,0,0,-9,-4,-13,15,15,4,15,4,6,0,-2,-8,0.061813186813186,0.03405017921147,0.295566502463054,0.0396978021978019,0.068102705278307,0.182608695652174,0.182608695652174,0.282692307692308,15.7790927021697,-15.7790927021697,0.302472527472528,-0.155494505494506,0.091388855065242
27,"H",0,57.225,57.225,0,13,4,-1,-6,2,0,0,10,1,-6,6,-4,-2,0.208791208791209,0.022727272727273,0.181818181818182,0.196428571428571,-0.0845506505862209,0.11011011011011,0.11011011011011,0.027472527472528,47.1821756225427,-47.1821756225427,-0.015109890109891,-0.137362637362637,0.194810303186311
2,"H",0,70.9375,70.9375,0,4,-2,1,-6,-7,-9,2,10,-2,6,-3,2,1,0.074856486796786,0.125,-0.147058823529412,0.084845005740528,0.0773794016152772,0.096082779009608,0.0960827790096079,-0.10264064293915,2.819383259912,-2.819383259912,-0.130654420206659,-0.078530424799082,0.062522264557148
7,"H",1,75.075,66.7333333333333,0,2,0,5,4,-2,-4,-2,1,3,-2,2,0,-3,0.03125,0.158333333333333,0.077192982456141,0.0703125,-0.018178031760374,-0.037360890302067,-0.037360890302066,-0.03125,9.32400932401001,-9.32400932401001,-0.0625,0.0625,0.0636587729964641
16,"H",0,67.8875,67.8875,0,12,8,-7,-24,-1,-3,5,10,5,-1,-2,1,2,0.149706155273739,-0.027777777777778,0.110576923076923,0.079956696566657,-0.025040414729279,0.183691756272401,0.183691756272401,-0.048561707392515,23.5684036089117,-23.5684036089117,-0.088772038354469,-0.482523971543458,0.069829554596696
27,"H",0,75.125,75.125,0,10,2,9,11,-2,-2,0,7,17,-4,-2,1,-3,0.145698924731183,0.150297619047619,-0.026785714285714,0.216129032258065,-0.04387856993803,0.048951048951049,0.048951048951049,-0.039247311827957,35.940099833611,-35.940099833611,-0.040860215053764,0.166129032258065,0.187712519986037
7,"H",3,92.05,66.9454545454545,0,-2,-18,1,-7,10,14,-6,9,-1,4,-1,7,-2,0.082669138090825,0.140740740740741,0.0315412186379921,0.102038924930491,0.048273604974636,-0.034090909090909,-0.0340909090909089,0.217238183503244,7.60456273764301,-7.60456273764301,0.318813716404078,-0.017608897126969,0.103718495927059
5,"H",0,67.025,67.025,0,2,-3,-2,-10,3,0,-6,1,-5,-1,0,-3,-6,0.058501913613997,0.083333333333333,0.157894736842105,0.0460634226353199,-0.0079562719449629,-0.118018018018018,-0.118018018018018,0.059048660470202,7.45990302125999,-7.45990302125999,0.015582285401859,-0.144887916894477,0.06189879101377
14,"H",0,73.0625,73.0625,0,6,2,3,6,-1,-7,1,6,9,3,-3,0,2,0.084408602150538,0.047619047619048,0.165322580645161,0.107258064516129,0.0336507531459554,0.064285714285714,0.0642857142857139,-0.027956989247312,19.1616766467067,-19.1616766467067,-0.129569892473119,0.088709677419355,0.104185373617888
10,"H",0,67.8875,67.8875,0,2,-11,0,-2,6,7,-7,4,7,2,2,-1,-5,0.137377049180328,0.044642857142857,0.015151515151515,0.146393442622951,0.040150525568177,-0.163682864450128,-0.163682864450127,0.152459016393443,14.73025225557,-14.73025225557,0.179672131147541,0.017704918032787,0.1526960691868
30,"A",0,51.825,51.825,0,12,10,6,2,0,2,5,4,11,-4,1,-1,-4,0.156208863536639,0.201923076923077,-0.166666666666667,0.193067134708205,-0.0834401125608546,0.173280423280423,0.173280423280423,-0.017551557700746,57.8871201157747,-57.8871201157747,0.011408512505485,-0.067573497147872,0.169480624203235
3,"H",0,70.175,70.175,0,0,-7,6,3,-3,-2,-6,3,4,1,-4,0,-3,0.055425219941349,0.234782608695652,-0.119047619047619,0.114076246334311,0.026378305975713,-0.144787644787645,-0.144787644787645,-0.031964809384165,4.27502671891719,-4.27502671891719,-0.00762463343108499,0.095601173020528,0.090531562458378
12,"H",0,67.3375,67.3375,0,6,8,-2,-2,2,5,3,-4,2,-6,6,2,-3,0.0348162475822049,-0.066666666666667,-0.120300751879699,0.00425531914893595,-0.093715427331608,0.04858934169279,0.0485893416927901,-0.000773694390715007,17.820679413402,-17.820679413402,0.047582205029013,-0.09825918762089,-0.00898123075613
8,"H",0,67.2,67.2,0,1,3,1,-7,5,6,6,5,0,0,-2,-4,-7,-0.00756658595641596,0.161764705882353,0.022222222222222,-0.00181598062954003,-0.010663689908973,0.184475806451613,0.184475806451613,0.078389830508475,11.9047619047621,-11.9047619047621,0.093523002421307,-0.14043583535109,0.01132176955181
22,"H",0,70.05,70.05,0,6,-1,1,1,9,6,0,7,9,-4,-1,3,-5,0.109000584453536,0.038011695906433,0.276190476190477,0.118351841028638,-0.042193292307127,0.06019656019656,0.0601965601965599,0.157510227936879,31.4061384725195,-31.4061384725195,0.107831677381648,0.02250146113384,0.151328848104531
15,"A",0,65.85,65.85,0,8,-7,3,-6,-4,-4,-2,12,10,5,-2,1,6,0.19277474195507,0.237851662404092,-0.25,0.224802671523983,0.078272404188837,0.017307692307692,0.0173076923076919,-0.0613236187006679,22.7790432801819,-22.7790432801819,-0.0570734669095329,-0.062234365513054,0.198049868592504
16,"H",0,69.125,69.125,0,6,-3,-3,-12,7,8,1,10,-3,-2,0,-1,-5,0.12055768179333,0.04251012145749,0.138755980861244,0.100464734827775,-0.023452763644058,0.082251082251083,0.082251082251083,0.12356478950246,23.1464737793847,-23.1464737793847,0.144614543466375,-0.172225259704757,0.111918252441754
13,"H",0,67.0125,67.0125,0,6,-8,-4,-14,5,13,0,11,14,2,3,4,-6,0.172413793103448,0.011396011396012,-0.128019323671498,0.143448275862069,0.02615419185389,0.090909090909091,0.0909090909090909,0.146896551724138,19.3993657899649,-19.3993657899649,0.323448275862069,-0.20551724137931,0.109300428606874
10,"H",0,65.3625,65.3625,0,3,-9,5,9,-1,-3,-8,5,4,3,-3,-1,-2,0.12507608034084,0.049242424242424,0.105042016806723,0.184570906877663,0.053532040342628,-0.141025641025641,-0.141025641025641,0.019476567255022,15.299292407726,-15.299292407726,-0.010042604990871,0.235544735240414,0.17485456696947
6,"H",2,82.5875,66.07,0,-2,-13,11,15,-1,5,-8,-1,4,3,-3,12,-5,0.048474945533769,0.205159705159705,-0.163793103448276,0.135257806826434,0.041027057852699,-0.110071301247772,-0.110071301247772,0.027777777777778,7.26502194641999,-7.26502194641999,0.130174291938998,0.272512708787218,0.099260390073597
14,"A",0,70,70,0,6,23,5,11,-3,-6,9,-8,-1,-11,0,-4,0,-0.134146341463415,0.074285714285714,0.0997442455242971,-0.112614329268293,-0.168451860219876,0.176470588235294,0.176470588235294,-0.204649390243902,20,-20,-0.295350609756098,0.049161585365854,-0.102091001806783
7,"H",0,70.6,70.6,0,2,3,-1,-2,4,6,0,-2,7,-5,5,1,-7,0.00877192982456099,0,-0.00809716599190291,-0.00350877192982402,-0.063918338375454,-0.019550342130987,-0.0195503421309871,0.058771929824562,9.91501416430599,-9.91501416430599,0.088596491228071,-0.049122807017544,0.00106922025894296
22,"H",0,72.775,72.775,0,9,16,0,-6,4,6,4,-4,11,-13,6,-1,-5,0.057106274007683,0.047138047138047,-0.083333333333333,0.042765685019206,-0.173545381254204,0.06006006006006,0.06006006006006,0.0358514724711911,30.2301614565441,-30.2301614565441,0.059923175416133,-0.219718309859155,0.045705579889545
19,"A",0,54.9,54.9,0,10,2,1,-4,-2,-2,2,10,7,2,0,1,2,0.166005291005291,0.116161616161616,-0.266666666666667,0.172949735449736,0.020345294348876,0.192592592592593,0.192592592592593,-0.0376984126984127,34.6083788706743,-34.6083788706743,-0.039021164021164,-0.085978835978836,0.157811162154049
24,"H",0,66.575,66.575,0,10,9,0,-1,4,2,6,6,5,-4,-1,-3,-5,0.102744546094299,0.018421052631579,0.138888888888889,0.091660802251935,-0.068094727204941,0.214285714285715,0.214285714285715,0.030964109781844,36.0495681562152,-36.0495681562152,-0.016185784658691,-0.08057705840957,0.097106774310875
1,"H",0,55.0375,55.0375,0,-1,-4,-2,1,5,5,-3,-1,2,-3,2,1,-1,0.0180978051598,-0.101449275362319,0.151515151515151,0.00539083557951392,-0.038965293588183,-0.088122605363985,-0.088122605363985,0.108201771274547,1.816942993414,-1.816942993414,0.111282248748556,0.055833654216404,0.026391246724311
1,"A",1,74.9,66.5777777777778,0,4,0,2,2,-9,-10,-10,-7,9,-7,1,-5,2,0.064516129032258,0.090277777777778,-0.092558983666062,0.080645161290322,-0.058847585865639,-0.228498074454428,-0.228498074454428,-0.145161290322581,1.33511348464661,-1.33511348464661,-0.161290322580645,0.032258064516129,0.039695410710236
15,"H",0,69.5,69.5,0,8,8,-3,-3,2,0,2,4,6,-6,3,0,-4,0.069230769230769,-0.084782608695652,0.1,0.031410256410256,-0.082999108734403,0.07624633431085,0.07624633431085,0.002564102564102,21.58273381295,-21.58273381295,-0.051282051282052,-0.108974358974359,0.040533426917003
20,"A",0,72.975,72.975,0,10,16,-1,-7,1,2,8,1,4,-8,5,3,3,0.053187613843352,0.064705882352941,-0.027272727272727,0.033333333333333,-0.124409138655463,0.188697318007663,0.188697318007663,-0.076867030965392,27.4066461116819,-27.4066461116819,-0.083788706739526,-0.21384335154827,0.013726157382143
4,"A",1,72.8125,64.7222222222222,0,-1,-19,-3,-12,9,9,-17,1,4,-5,-2,2,-4,0.109649122807018,0.018255578093307,0.188811188811189,0.100877192982457,-0.022126523879362,-0.258467023172906,-0.258467023172906,0.18859649122807,5.493562231759,-5.493562231759,0.214912280701755,-0.083333333333333,0.126619161271248
3,"H",0,72.7125,72.7125,0,3,4,2,4,-5,-13,5,8,5,6,-7,0,8,0.022803114571746,0.04040404040404,0.161904761904762,0.03615127919911,0.063330054107231,0.148908857509628,0.148908857509628,-0.098442714126807,4.1258380608561,-4.1258380608561,-0.240823136818687,0.044493882091212,0.036483391623911
13,"H",0,64.7,64.7,0,1,-17,4,1,7,4,-13,7,9,0,2,3,-5,0.151895206243033,0.146666666666667,0.357142857142857,0.209308807134894,0.024785037325731,-0.217777777777778,-0.217777777777778,0.158305462653289,20.092735703246,-20.092735703246,0.124303232998885,0.132943143812709,0.231265623419596
3,"H",0,64.4625,64.4625,0,1,9,0,6,1,-1,-2,-10,6,-9,2,-1,-4,-0.060790273556231,-0.177777777777777,0.151515151515151,-0.067629179331307,-0.125391248579654,-0.131221719457014,-0.131221719457014,-0.00949848024316099,4.65386852821401,-4.65386852821401,-0.058890577507599,0.076367781155015,-0.052122114668653
10,"H",0,60.575,60.575,0,-1,1,0,-4,12,16,0,-4,-4,-10,3,0,-5,-0.028280542986426,0.090909090909091,-0.0888888888888889,-0.0299773755656111,-0.140878821511452,-0.040178571428571,-0.040178571428571,0.227752639517346,16.508460586051,-16.508460586051,0.304298642533937,-0.085218702865762,-0.00088509595767905
8,"A",0,73.4875,73.4875,0,5,12,4,7,-6,-7,15,8,4,5,-7,1,5,-0.00168350168350201,0.096296296296296,-0.0239651416122,0.021885521885522,0.032861552207719,0.323809523809524,0.323809523809524,-0.178451178451178,10.886205136928,-10.886205136928,-0.220538720538721,0.038720538720539,-0.00887048481811104
3,"A",0,63.4625,63.4625,0,5,7,-1,-3,-6,-1,-2,-7,7,-11,6,-1,0,0.031228070175439,-0.002392344497607,-0.469696969696969,0.013859649122807,-0.146753061991626,-0.099391480730223,-0.099391480730223,-0.129824561403509,4.7272011030136,-4.7272011030136,-0.047017543859649,-0.106666666666667,-0.035196155724325
18,"H",0,68.4375,68.4375,0,10,8,4,3,-6,-7,-1,2,9,-6,7,-8,6,0.116071428571429,0.171052631578947,-0.083333333333333,0.142857142857143,-0.073082759532088,-0.00270270270270301,-0.00270270270270301,-0.120535714285714,26.3013698630137,-26.3013698630137,-0.145089285714286,0.011160714285714,0.103827703815268
2,"A",0,60.1375,60.1375,0,5,0,-1,-1,-7,-1,-3,0,5,-4,0,1,2,0.102040816326531,-0.029166666666667,-0.251666666666667,0.0918367346938771,-0.048253404381291,-0.070909090909091,-0.070909090909091,-0.142857142857143,3.325711910206,-3.325711910206,-0.020408163265306,-0.020408163265306,0.021917538110067
19,"H",0,67.9625,67.9625,0,8,8,7,6,-4,-5,4,5,4,-3,2,-3,-4,0.076923076923077,0.161057692307692,0.071428571428571,0.125,-0.047268373139732,0.137634408602151,0.137634408602151,-0.1,27.9565937097662,-27.9565937097662,-0.119230769230769,0.033333333333333,0.099307543016191
2,"A",0,68.7875,68.7875,0,1,3,2,-5,-2,1,3,-1,-8,0,0,-8,0,-0.00943396226415105,0.274436090225564,-0.140350877192983,0.00488544474393504,-0.00782029931461201,0.066964285714286,0.066964285714286,-0.047843665768194,2.90750499727399,-2.90750499727399,-0.000336927223719974,-0.108490566037736,-0.016312541167851
